tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
4442	Camellia sinensis	114299937	0	live	LOC114299937		twinkle homolog protein, chloroplastic/mitochondrial	twinkle homolog protein, chloroplastic/mitochondrial		Un							
4442	Camellia sinensis	114265376	0	live	LOC114265376		protein DEFECTIVE IN MERISTEM SILENCING 3-like	protein DEFECTIVE IN MERISTEM SILENCING 3-like		Un							
43146	Rhopalosiphum maidis	113556257	0	live	LOC113556257		DNA repair protein RAD51 homolog 3	DNA repair protein RAD51 homolog 3		4	NC_040880.1	51166447	51190781	minus	14		
3469	Papaver somniferum	113307995	0	live	LOC113307995	C5167_001019	DNA repair protein RAD51 homolog 4-like	DNA repair protein RAD51 homolog 4-like		9	NC_039366.1	44465259	44473666	plus	12		
206008	Panicum hallii	112895707	0	live	LOC112895707	PAHAL_5G075500	DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		5	NC_038046.1	4673802	4679513	minus	14		
3818	Arachis hypogaea	112736590	0	live	LOC112736590		DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		Arahy.13	NC_037630.1	4375001	4378180	minus	11		
400727	Pomacea canaliculata	112561125	0	live	LOC112561125	C0Q70_08451	DNA repair protein RAD51 homolog 3-like	DNA repair protein RAD51 homolog 3-like		LG4	NC_037593.1	32055559	32067016	minus	14		
309979	Cynara cardunculus subsp. cardunculus	112519298	0	live	LOC112519298		twinkle homolog protein, chloroplastic/mitochondrial-like	twinkle homolog protein, chloroplastic/mitochondrial-like		LG 10	NC_037537.1	15957595	15979648	minus	23		
309979	Cynara cardunculus subsp. cardunculus	112513185	0	live	LOC112513185		DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		LG 5	NC_037532.1	5906482	5913029	plus	12		
3218	Physcomitrium patens	112279183	0	live	LOC112279183	PHYPA_000263	DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		1	NC_037253.1	4726835	4730580	minus	9		
58331	Quercus suber	112020890	0	live	LOC112020890	CFP56_47351	DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog|dna repair protein xrcc2 like		Un							
4236	Lactuca sativa	111894134	0	live	LOC111894134	LSAT_6X25880	V-type ATP synthase alpha chain-like	uncharacterized protein LOC111894134		Un							
4236	Lactuca sativa	111893998	0	live	LOC111893998	LSAT_7X81560	V-type ATP synthase alpha chain-like	uncharacterized protein LOC111893998		Un							
3664	Cucurbita pepo subsp. pepo	111794735	0	live	LOC111794735		uncharacterized LOC111794735	uncharacterized protein LOC111794735		LG05	NC_036642.1	1944696	1948985	plus	4		
218467	Centruroides sculpturatus	111617970	0	live	LOC111617970		DNA repair protein RAD51 homolog 4-like	DNA repair protein RAD51 homolog 4-like		Un							
3661	Cucurbita maxima	111484351	0	live	LOC111484351		DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2		Un							
3662	Cucurbita moschata	111448118	0	live	LOC111448118		DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2		Un							
158386	Olea europaea var. sylvestris	111383790	0	live	LOC111383790		DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		Un							
66656	Durio zibethinus	111284584	0	live	LOC111284584		DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		Un							
62625	Varroa jacobsoni	111261659	0	live	LOC111261659		DNA repair protein XRCC3-like	DNA repair protein XRCC3-like		Un							
109461	Varroa destructor	111244274	0	live	LOC111244274		DNA repair protein XRCC3-like	DNA repair protein XRCC3-like		Un							
3673	Momordica charantia	111015517	0	live	LOC111015517		DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2		Un							
133434	Acanthaster planci	110983170	0	live	LOC110983170		DNA repair protein RAD51 homolog 2-like	DNA repair protein RAD51 homolog 2-like		Un							
136037	Zootermopsis nevadensis	110828050	0	live	LOC110828050	L798_03457	DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4|DNA repair protein RAD51-like protein 4		Un							
3649	Carica papaya	110813644	0	live	LOC110813644		DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		Un							
63459	Chenopodium quinoa	110708286	0	live	LOC110708286		DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		Un							
63459	Chenopodium quinoa	110686418	0	live	LOC110686418		DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		Un							
3981	Hevea brasiliensis	110656087	0	live	LOC110656087		uncharacterized LOC110656087	uncharacterized protein LOC110656087		Un							
3983	Manihot esculenta	110614056	0	live	LOC110614056	MANES_04G027100	DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2		LG4	NC_035164.1	2870341	2887997	minus	16		
3983	Manihot esculenta	110611930	0	live	LOC110611930	MANES_03G082500	DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		LG3	NC_035163.1	13153574	13163257	plus	11		
3983	Manihot esculenta	110610023	0	live	LOC110610023	MANES_02G021100	uncharacterized LOC110610023	uncharacterized protein LOC110610023		LG2	NC_035162.1	1689914	1696064	plus	4		
6573	Mizuhopecten yessoensis	110463114	0	live	LOC110463114	KP79_PYT15993	twinkle protein, mitochondrial-like	twinkle protein, mitochondrial-like|uncharacterized protein LOC110463114|Twinkle protein, mitochondrial		Un							
906689	Dendrobium catenatum	110101636	0	live	LOC110101636		DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		Un							
78828	Phalaenopsis equestris	110018035	0	live	LOC110018035		DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		Un							
78828	Phalaenopsis equestris	110017837	0	live	LOC110017837		uncharacterized LOC110017837	uncharacterized protein LOC110017837		Un							
4686	Asparagus officinalis	109851602	0	live	LOC109851602	A4U43_C08F18130	DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		8	NC_033801.1	61091326	61119659	minus	14		
4686	Asparagus officinalis	109825009	0	live	LOC109825009	A4U43_C10F14140	uncharacterized LOC109825009	uncharacterized protein LOC109825009		10	NC_033803.1	59630668	59637407	minus	3		
3821	Cajanus cajan	109805524	0	live	LOC109805524	KK1_014026	DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2|DNA repair protein RAD51 isogeny 2		10	NC_033813.1	2696007	2701647	plus	10		
4615	Ananas comosus	109719494	0	live	LOC109719494		DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		13	NC_033633.1	931204	947244	plus	11		
224129	Agrilus planipennis	108735019	0	live	LOC108735019		DNA repair protein RAD51 homolog 3	DNA repair protein RAD51 homolog 3		Un							
7461	Apis cerana	107997955	0	live	LOC107997955	pom1	twinkle protein, mitochondrial	twinkle protein, mitochondrial		Un							
130454	Arachis ipaensis	107632231	0	live	LOC107632231		DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		B03	NC_029787.2	9267093	9271202	minus	10		
211228	Cephus cinctus	107269582	0	live	LOC107269582		DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		Un							
157791	Vigna radiata	106758616	0	live	LOC106758616		DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2		4	NC_028354.1	5536972	5542516	plus	13		
157791	Vigna radiata	106754302	0	live	LOC106754302		DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		Un							
6850	Limulus polyphemus	106470580	0	live	LOC106470580		twinkle protein, mitochondrial-like	twinkle protein, mitochondrial-like		Un							
3708	Brassica napus	106367250	0	live	LOC106367250		twinkle homolog protein, chloroplastic/mitochondrial-like	twinkle homolog protein, chloroplastic/mitochondrial-like		A9	NC_027765.2	27032228	27040520	minus	27		
180498	Jatropha curcas	105637270	0	live	LOC105637270	JCGZ_11931	DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		Un							
51953	Elaeis guineensis	105044668	0	live	LOC105044668		DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2		5	NC_025997.1	3425617	3446087	minus	16		
51953	Elaeis guineensis	105043040	0	live	LOC105043040		uncharacterized LOC105043040	uncharacterized protein LOC105043040		4	NC_025996.1	31898795	31903440	minus	3		
51953	Elaeis guineensis	105037939	0	live	LOC105037939		DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		2	NC_025994.1	9207652	9225779	minus	12		
42345	Phoenix dactylifera	103702671	0	live	LOC103702671		DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		Un							
3750	Malus domestica	103447752	0	live	LOC103447752		DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		11	NC_041799.1	10282665	10285688	plus	10		
4555	Setaria italica	101765706	0	live	LOC101765706	SETIT_002116mg	DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		V	NC_028454.1	42454935	42460276	plus	11		
9258	Ornithorhynchus anatinus	100681837	0	live	LOC100681837		twinkle protein, mitochondrial-like	twinkle protein, mitochondrial-like		16	NC_041743.1	36281968	36295183	minus	12		
981085	Morus notabilis	21406900	0	live	LOC21406900	L484_024152	DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		Un							
3760	Prunus persica	18774722	0	live	LOC18774722	PRUPE_6G086100	DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		G6	NC_034014.1	5786302	5791162	plus	12		
3760	Prunus persica	18772067	0	live	LOC18772067	PRUPE_6G090900	DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2		G6	NC_034014.1	6213463	6217073	plus	12		
3885	Phaseolus vulgaris	18634819	0	live	PHAVU_003G135600g	PHAVU_003G135600g	hypothetical protein	hypothetical protein		3	NC_023757.1	32704395	32714120	plus	9		
13333	Amborella trichopoda	18433797	0	live	LOC18433797	AMTR_s00006p00060920	probable UMP-CMP kinase 2	probable UMP-CMP kinase 2|uncharacterized protein LOC18433797|UMP-CMP kinase		Un							
88036	Selaginella moellendorffii	9630134	0	live	LOC9630134	SELMODRAFT_164801	twinkle homolog protein, chloroplastic/mitochondrial	twinkle homolog protein, chloroplastic/mitochondrial		Un							
3694	Populus trichocarpa	7458185	0	live	LOC7458185	POPTR_003G129600v3	uncharacterized LOC7458185	uncharacterized protein LOC7458185		3	NC_037287.1	14950727	14955629	plus	4		
37682	Aegilops tauschii	109755681	0	live	LOC109755681		DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2		Un							
93504	Ostrinia furnacalis	114364527	0	live	LOC114364527		DNA repair protein XRCC3	DNA repair protein XRCC3		Un							
51655	Plutella xylostella	105380368	0	live	LOC105380368		DNA repair protein XRCC3	DNA repair protein XRCC3		Un							
6239	Caenorhabditis elegans	180845	0	live	twnk-1	CELE_F46G11.1	SF4 helicase domain-containing protein	SF4 helicase domain-containing protein		X	NC_003284.9	5791215	5797343	plus	17		
9031	Gallus gallus	420438	0	live	XRCC2		X-ray repair cross complementing 2	DNA repair protein XRCC2|X-ray repair complementing defective repair in Chinese hamster cells 2|X-ray repair cross complementing protein 2		2	NC_006089.5	6837267	6857325	minus	4		
93934	Coturnix japonica	107314188	0	live	DMC1		DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog		1	NC_029516.1	46404127	46423704	plus	17		
9796	Equus caballus	102148799	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		24	NC_009167.3	45594376	45610410	minus	9		
9796	Equus caballus	100071664	0	live	RAD51D		RAD51 paralog D	DNA repair protein RAD51 homolog 4		11	NC_009154.3	38136810	38154127	plus	11		
8090	Oryzias latipes	101156999	0	live	rad51d		RAD51 paralog D	DNA repair protein RAD51 homolog 4		14	NC_019872.2	27682904	27701103	minus	11		
8090	Oryzias latipes	101155497	0	live	xrcc2		X-ray repair complementing defective repair in Chinese hamster cells 2	DNA repair protein XRCC2|X-ray repair cross complementing 2		20	NC_019878.2	4923563	4934788	minus	6		
64176	Podarcis muralis	114585654	0	live	RAD51D		RAD51 paralog D	DNA repair protein RAD51 homolog 4		15	NC_041326.1	14387513	14399021	plus	11		
8167	Perca flavescens	114566465	0	live	rad51d	EPR50_G00140550	RAD51 paralog D	DNA repair protein RAD51 homolog 4		13	NC_041343.1	25596061	25626703	plus	11		
32473	Xiphophorus couchianus	114136768	0	live	xrcc2		X-ray repair complementing defective repair in Chinese hamster cells 2	DNA repair protein XRCC2|X-ray repair cross complementing 2		21	NC_040248.1	163024	166070	minus	6		
9565	Theropithecus gelada	112629183	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		7b	NC_037675.1	69212021	70061011	plus	19		
591936	Piliocolobus tephrosceles	111520043	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		6	NC_045439.1	37936256	38712260	minus	21		
38626	Phascolarctos cinereus	110197328	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
9880	Odocoileus virginianus texanus	110142884	0	live	RAD51D		RAD51 paralog D	DNA repair protein RAD51 homolog 4		Un							
9915	Bos indicus	109574189	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		19	NC_032668.1	8883424	8915867	plus	10		
109280	Hippocampus comes	109517905	0	live	rad51d		RAD51 paralog D	DNA repair protein RAD51 homolog 4		Un							
37003	Kryptolebias marmoratus	108229260	0	live	xrcc2		X-ray repair complementing defective repair in Chinese hamster cells 2	DNA repair protein XRCC2|X-ray repair cross complementing 2		Un							
9793	Equus asinus	106839613	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
9568	Mandrillus leucophaeus	105537757	0	live	TWNK		twinkle mtDNA helicase	twinkle protein, mitochondrial		Un							
336983	Colobus angolensis palliatus	105507134	0	live	TWNK		twinkle mtDNA helicase	twinkle protein, mitochondrial		Un							
9541	Macaca fascicularis	102122356	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		7	NC_022278.1	132350857	133031096	plus	16		
10160	Octodon degus	101584633	0	live	Xrcc3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
3847	Glycine max	100818578	0	live	LOC100818578	GLYMA_11G104200	DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		11	NC_038247.1	7907494	7914039	plus	9		
9258	Ornithorhynchus anatinus	100082348	0	live	XRCC2		X-ray repair cross complementing 2	DNA repair protein XRCC2		13	NC_041740.1	4225699	4247548	minus	5		
13616	Monodelphis domestica	100028433	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		1	NC_008801.1	272238092	273141386	plus	17		
332648	Botrytis cinerea B05.10	5425785	0	live	BCIN_15g05250	BCIN_15g05250, BC1G_16151	hypothetical protein	hypothetical protein		15	NC_037324.1	1816281	1818593	minus	7		
4577	Zea mays	100383265	0	live	LOC100383265	ZEAMMB73_Zm00001d042691, GRMZM2G002626, cl40113_1	uncharacterized LOC100383265	uncharacterized protein LOC100383265|DNA repair protein XRCC2-like protein		3	NC_024461.2	177194731	177202415	minus	11		
133901	Frankliniella occidentalis	113215626	0	live	LOC113215626		DNA repair protein XRCC2-like	DNA repair protein XRCC2-like		Un							
50429	Stylophora pistillata	111321923	0	live	LOC111321923	AWC38_SpisGene3550, PEO1	twinkle protein, mitochondrial-like	twinkle protein, mitochondrial-like|Twinkle protein, mitochondrial		Un							
7539	Leptinotarsa decemlineata	111506076	0	live	LOC111506076		DNA repair protein RAD51 homolog 4-like	DNA repair protein RAD51 homolog 4-like		Un							
3821	Cajanus cajan	109798823	0	live	LOC109798823	KK1_021771	DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4|DNA repair protein RAD51 isogeny 4		4	NC_033807.1	2627311	2635742	minus	10		
7091	Bombyx mori	101744594	0	live	LOC101744594		DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		Un							
132113	Bombus impatiens	100743399	0	live	LOC100743399		twinkle protein, mitochondrial	twinkle protein, mitochondrial		Un							
3818	Arachis hypogaea	112740854	0	live	LOC112740854		twinkle homolog protein, chloroplastic/mitochondrial	twinkle homolog protein, chloroplastic/mitochondrial		Arahy.14	NC_037631.1	1321680	1343093	minus	22		
130454	Arachis ipaensis	107638325	0	live	LOC107638325		twinkle homolog protein, chloroplastic/mitochondrial	twinkle homolog protein, chloroplastic/mitochondrial		B04	NC_029788.2	1279844	1302113	minus	22		
130453	Arachis duranensis	107461671	0	live	LOC107461671		DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2		A08	NC_029779.2	25774686	25779233	plus	13		
207710	Prosopis alba	114724690	0	live	LOC114724690		DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		Un							
27687	Erpetoichthys calabaricus	114655846	0	live	LOC114655846		DNA repair protein RAD51 homolog 4-like	DNA repair protein RAD51 homolog 4-like		8	NC_041401.1	95493790	95516601	minus	12		
3848	Glycine soja	114374784	0	live	LOC114374784	D0Y65_029542	DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog|DNA repair protein XRCC2-like		11	NC_041012.1	7948219	7954081	plus	10		
3469	Papaver somniferum	113283216	0	live	LOC113283216	C5167_024254	DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		5	NC_039362.1	151844146	151850571	plus	10		
133901	Frankliniella occidentalis	113217650	0	live	LOC113217650		DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		Un							
206008	Panicum hallii	112882361	0	live	LOC112882361	PAHAL_2G141400	DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		2	NC_038043.1	13425198	13431527	minus	9		
3818	Arachis hypogaea	112772941	0	live	LOC112772941		DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2		Arahy.18	NC_037635.1	3898937	3903515	plus	13		
3818	Arachis hypogaea	112737060	0	live	LOC112737060		DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		Arahy.13	NC_037630.1	9516988	9520498	minus	11		
143950	Sipha flava	112693024	0	live	LOC112693024		twinkle protein, mitochondrial	twinkle protein, mitochondrial		Un							
742174	Melanaphis sacchari	112596944	0	live	LOC112596944		DNA repair protein RAD51 homolog 3-like	DNA repair protein RAD51 homolog 3-like		Un							
309979	Cynara cardunculus subsp. cardunculus	112521942	0	live	LOC112521942		uncharacterized LOC112521942	uncharacterized protein LOC112521942		LG 11	NC_037538.1	11275745	11279937	minus	5		
88036	Selaginella moellendorffii	112346218	0	live	LOC112346218		DNA repair protein RAD51 homolog 2-like	DNA repair protein RAD51 homolog 2-like|uncharacterized protein LOC112346218		Un							
3218	Physcomitrium patens	112275500	0	live	LOC112275500	PHYPA_027903	DNA repair protein RAD51 homolog 4-like	DNA repair protein RAD51 homolog 4-like		23	NC_037275.1	7601807	7605779	minus	10		
74649	Rosa chinensis	112166559	0	live	LOC112166559	RchiOBHm_Chr5g0061521	DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2|putative ATP diphosphatase		5	NC_037092.1	67031413	67035517	minus	12		
74649	Rosa chinensis	112166154	0	live	LOC112166154	RchiOBHm_Chr5g0062661	DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4|putative ATP diphosphatase		5	NC_037092.1	68438535	68441584	minus	10		
58331	Quercus suber	111994240	0	live	LOC111994240	CFP56_52124	DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2|dna repair protein rad51 like 2		Un							
88015	Eurytemora affinis	111711285	0	live	LOC111711285		DNA repair protein XRCC3 homolog	DNA repair protein XRCC3 homolog|DNA repair protein XRCC3-like		Un							
3661	Cucurbita maxima	111491561	0	live	LOC111491561		uncharacterized LOC111491561	uncharacterized protein LOC111491561		Un							
166361	Onthophagus taurus	111426821	0	live	LOC111426821		DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		Un							
158386	Olea europaea var. sylvestris	111371357	0	live	LOC111371357		DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2		22	NC_036258.1	2771922	2780095	minus	12		
158386	Olea europaea var. sylvestris	111368690	0	live	LOC111368690		twinkle homolog protein, chloroplastic/mitochondrial	twinkle homolog protein, chloroplastic/mitochondrial		19	NC_036255.1	8408637	8431955	minus	21		
66656	Durio zibethinus	111304306	0	live	LOC111304306		DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2		Un							
66656	Durio zibethinus	111275401	0	live	LOC111275401		twinkle homolog protein, chloroplastic/mitochondrial	twinkle homolog protein, chloroplastic/mitochondrial		Un							
391180	Enhydra lutris kenyoni	111151735	0	live	LOC111151735		RAD51 paralog D	DNA repair protein RAD51 homolog 4		Un							
3673	Momordica charantia	111017119	0	live	LOC111017119		DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		Un							
133434	Acanthaster planci	110978490	0	live	LOC110978490		twinkle protein, mitochondrial-like	twinkle protein, mitochondrial-like		Un							
133434	Acanthaster planci	110976944	0	live	LOC110976944		DNA repair protein RAD51 homolog 4-like	DNA repair protein RAD51 homolog 4-like		Un							
4232	Helianthus annuus	110876276	0	live	LOC110876276	HannXRQ_Chr01g0020641	twinkle homolog protein, chloroplastic/mitochondrial-like	twinkle homolog protein, chloroplastic/mitochondrial-like|putative toprim domain-containing protein		1	NC_035433.1	119857693	119866798	minus	20		
158441	Folsomia candida	110847995	0	live	LOC110847995		DNA repair protein RAD51 homolog 4-like	DNA repair protein RAD51 homolog 4-like		Un							
136037	Zootermopsis nevadensis	110840022	0	live	LOC110840022	L798_02747	twinkle protein, mitochondrial	twinkle protein, mitochondrial		Un							
3562	Spinacia oleracea	110802591	0	live	LOC110802591		DNA repair protein XRCC2 homolog	DNA repair protein XRCC2 homolog		Un							
3562	Spinacia oleracea	110793268	0	live	LOC110793268		DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2		Un							
63459	Chenopodium quinoa	110737378	0	live	LOC110737378		DNA repair protein RAD51 homolog 4-like	DNA repair protein RAD51 homolog 4-like		Un							
3983	Manihot esculenta	110626178	0	live	LOC110626178	MANES_11G135500	DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		LG11	NC_035171.1	24758572	24762367	plus	10		
108875	Herrania umbratica	110427125	0	live	LOC110427125		twinkle homolog protein, chloroplastic/mitochondrial	twinkle homolog protein, chloroplastic/mitochondrial		Un							
108875	Herrania umbratica	110412583	0	live	LOC110412583		DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2		Un							
81972	Arabidopsis lyrata subsp. lyrata	110228915	0	live	LOC110228915		DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2		Un							
906689	Dendrobium catenatum	110095717	0	live	LOC110095717		twinkle homolog protein, chloroplastic/mitochondrial-like	twinkle homolog protein, chloroplastic/mitochondrial-like		Un							
78828	Phalaenopsis equestris	110028816	0	live	LOC110028816		twinkle homolog protein, chloroplastic/mitochondrial-like	twinkle homolog protein, chloroplastic/mitochondrial-like		Un							
4686	Asparagus officinalis	109844858	0	live	LOC109844858	A4U43_C06F550	twinkle homolog protein, chloroplastic/mitochondrial-like	twinkle homolog protein, chloroplastic/mitochondrial-like		6	NC_033799.1	946460	950405	minus	6		
4686	Asparagus officinalis	109837371	0	live	LOC109837371	A4U43_C04F15650	uncharacterized LOC109837371	uncharacterized protein LOC109837371		4	NC_033797.1	46454542	46459193	plus	9		
79782	Cimex lectularius	106664868	0	live	LOC106664868		DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		Un							
79782	Cimex lectularius	106662005	0	live	LOC106662005		twinkle protein, mitochondrial	twinkle protein, mitochondrial		Un							
37344	Athalia rosae	105685500	0	live	LOC105685500		DNA repair protein RAD51 homolog 4-like	DNA repair protein RAD51 homolog 4-like		Un							
180498	Jatropha curcas	105645784	0	live	LOC105645784	JCGZ_20569	uncharacterized LOC105645784	uncharacterized protein LOC105645784		Un							
104421	Camponotus floridanus	105251368	0	live	LOC105251368		DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		Un							
51953	Elaeis guineensis	105049153	0	live	LOC105049153		twinkle homolog protein, chloroplastic/mitochondrial	twinkle homolog protein, chloroplastic/mitochondrial		7	NC_025999.1	38222657	38247096	plus	20		
8010	Esox lucius	105030079	0	live	LOC105030079		uncharacterized LOC105030079	uncharacterized protein LOC105030079		9	NC_047577.1	909245	921646	plus	5		
3750	Malus domestica	103438048	0	live	LOC103438048		ATP synthase subunit beta, mitochondrial	ATP synthase subunit beta, mitochondrial		6	NC_041794.1	35519660	35523599	plus	9		
7370	Musca domestica	101895811	0	live	LOC101895811		DNA repair protein XRCC3	DNA repair protein XRCC3		Un							
127582	Trichechus manatus latirostris	101350445	0	live	LOC101350445	XRCC2	X-ray repair cross complementing 2	DNA repair protein XRCC2		Un							
13333	Amborella trichopoda	18434129	0	live	LOC18434129	AMTR_s00145p00033710	DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		Un							
13333	Amborella trichopoda	18423665	0	live	LOC18423665	AMTR_s00023p00243610	DNA repair protein RAD51 homolog 2	DNA repair protein RAD51 homolog 2		Un							
85681	Citrus clementina	18048558	0	live	LOC18048558	CICLE_v10018685mg	uncharacterized LOC18048558	uncharacterized protein LOC18048558		Un							
88036	Selaginella moellendorffii	9655135	0	live	LOC9655135	SELMODRAFT_80718	DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		Un							
88036	Selaginella moellendorffii	9650529	0	live	LOC9650529	SELMODRAFT_409545	uncharacterized LOC9650529	uncharacterized protein LOC9650529		Un							
88036	Selaginella moellendorffii	9645645	0	live	LOC9645645	SELMODRAFT_416027	uncharacterized LOC9645645	uncharacterized protein LOC9645645		Un							
88036	Selaginella moellendorffii	9642532	0	live	LOC9642532	SELMODRAFT_171959	twinkle homolog protein, chloroplastic/mitochondrial	twinkle homolog protein, chloroplastic/mitochondrial		Un							
88036	Selaginella moellendorffii	9636934	0	live	LOC9636934	SELMODRAFT_101803	DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		Un							
4558	Sorghum bicolor	8073101	0	live	LOC8073101	SORBI_3002G395700	DNA repair protein RAD51 homolog 4	DNA repair protein RAD51 homolog 4		2	NC_012871.2	74777777	74783981	minus	10		
10116	Rattus norvegicus	303375	0	live	Rad51d	Rad51l3	RAD51 paralog D	DNA repair protein RAD51 homolog 4	10q26	10	NC_005109.4	70222703	70241352	minus	11		
10116	Rattus norvegicus	497976	0	live	Rad51c	RGD1563765	RAD51 paralog C	DNA repair protein RAD51 homolog 3|Rad51 homolog c	10q26	10	NC_005109.4	74697713	74724004	minus	9		
10029	Cricetulus griseus	100689078	0	live	Rad51c	I79_010720, R51H3, rad51L2	RAD51 paralog C	DNA repair protein RAD51 homolog 3|Protein phosphatase 1E|RAD51-like protein 2|putative DNA repair protein RAD51		7							
9544	Macaca mulatta	695788	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		7	NC_041760.1	166006404	166022153	minus	11		
9913	Bos taurus	617007	0	live	RAD51B	RAD51L1	RAD51 paralog B	DNA repair protein RAD51 homolog 2|RAD51 homolog B|RAD51-like 1		10	NC_037337.1	79667694	80404291	plus	16		
9615	Canis lupus familiaris	491143	0	live	RAD51D	RAD51L3	RAD51 paralog D	DNA repair protein RAD51 homolog 4|RAD51 homolog D|RAD51-like 3		9	NC_006591.3	38242178	38259788	plus	11		
8022	Oncorhynchus mykiss	110529779	0	live	rad51b		RAD51 paralog B	DNA repair protein RAD51 homolog 2		8	NC_035084.1	28043108	28124826	plus	14		
286419	Canis lupus dingo	112654970	0	live	RAD51D		RAD51 paralog D	DNA repair protein RAD51 homolog 4		Un							
